"id","name","sport","sport_id"
112839,Cooma Tigers,Soccer,1
98612,Gombe United FC,Soccer,1
112947,B71 Sandoy,Soccer,1
108360,FK Minija 2017,Soccer,1
113841,Gyeongju FC,Soccer,1
113290,FC Lviv,Soccer,1
96740,SJK Japollo,Soccer,1
97797,Bodoe/Glimt,Soccer,1
118692,CS Aerostar Bacau,Soccer,1
96542,Liverpool LFC,Soccer,1
98244,Montedio Yamagata,Soccer,1
108560,Sandvikens IF,Soccer,1
105769,FC Bihor Oradea,Soccer,1
96411,Swansea City,Soccer,1
99080,Seoul E-Land FC,Soccer,1
98097,Pordenone Calcio,Soccer,1
106284,Scandicci,Soccer,1
117050,Hong Kong,Soccer,1
107703,ASC Diambars,Soccer,1
95086,Tomori Berat,Soccer,1
98469,CD Guadalajara,Soccer,1
99565,Alondras CF,Soccer,1
96824,AC Ajaccio,Soccer,1
95923,AD Vasco Da Gama AC,Soccer,1
98998,Lusitano GC,Soccer,1
118144,Rochester New York FC,Soccer,1
112689,Iceland,Soccer,1
118731,Csm Satu Mare,Soccer,1
108222,Fauve Azur de Yaounde,Soccer,1
99284,MSK Zilina B,Soccer,1
98817,Jabal El Mokaber,Soccer,1
95775,AA Ponte Preta SP,Soccer,1
96197,Sparta Prague,Soccer,1
106747,Szent Mihaly SE,Soccer,1
113259,GAIS,Soccer,1
98934,Nacional de Madeir,Soccer,1
117226,FC Melgar,Soccer,1
95451,WSC Hertha Wels,Soccer,1
116803,Serie D Selection Viareggio Team,Soccer,1
97018,VfB Auerbach 1906,Soccer,1
95356,New Lambton FC,Soccer,1
100188,Karaman FK,Soccer,1
99589,Luarca CF,Soccer,1
110131,Wieczysta Krakow,Soccer,1
113737,Cara Brazzaville,Soccer,1
106315,Avezzano Calcio,Soccer,1
97342,FV Diefflen,Soccer,1
117207,FK Suduva Marijampole B,Soccer,1
117123,CD Recoleta,Soccer,1
99351,Kaizer Chiefs,Soccer,1
122104,Cruzeiro RS,Soccer,1
98843,Nacional Asuncion,Soccer,1
114568,Wexford Youths AFC,Soccer,1
109918,WAF Vorwarts Brigittenau,Soccer,1
97617,Neroca FC,Soccer,1
96815,Torcy PVMF,Soccer,1
96778,FC Annecy,Soccer,1
99482,CD Izarra,Soccer,1
100133,Isparta 32 Sporu,Soccer,1
108061,SC Furstenfeld,Soccer,1
99029,FC Alverca,Soccer,1
97671,Czech Republic,Soccer,1
95281,CA Lanus,Soccer,1
95863,Operario AC MS,Soccer,1
98493,Real de Arteaga FC,Soccer,1
99040,AD Sanjoanense,Soccer,1
112430,CA Bella Vista,Soccer,1
106258,Portogruaro Calcio,Soccer,1
96764,Sochaux-Montbeliard,Soccer,1
105999,Vilafranquense,Soccer,1
95137,ES El Ghozlane,Soccer,1
96380,Liverpool FC,Soccer,1
121201,Indonesia,Soccer,1
99825,CD Binefar,Soccer,1
100139,Sanliurfaspor,Soccer,1
121273,Nups,Soccer,1
95918,Ji-Parana FC RO,Soccer,1
100051,Bangkok United,Soccer,1
99876,Gottne IF,Soccer,1
97024,FSV Wacker 90 Nordhausen,Soccer,1
97844,Orgryte IS,Soccer,1
106310,ASD Trastevere Calcio,Soccer,1
111852,EC Bahia BA,Soccer,1
95744,AA Aparecidense GO,Soccer,1
95939,Floresta EC CE,Soccer,1
99396,CD Mirandes,Soccer,1
106773,Yangon United,Soccer,1
95614,Blooming Santa Cruz,Soccer,1
98952,GD Braganca,Soccer,1
95712,EC Democrata MG,Soccer,1
98579,HHC Hardenberg,Soccer,1
113668,Nelson Suburbs FC,Soccer,1
99779,UC La Estrella,Soccer,1
97685,Armenia,Soccer,1
100199,Ergene Velimese Spor,Soccer,1
98231,Vissel Kobe,Soccer,1
100037,Kmc FC,Soccer,1
95567,KVC Westerlo,Soccer,1
96285,FC Fredericia,Soccer,1
97573,Keflavik IF,Soccer,1
122045,Hubei Istar,Soccer,1
113998,Flint City Bucks,Soccer,1
119152,FC Chertanovo Moscow,Soccer,1
112818,CS Barracas,Soccer,1
118131,Union Huaral,Soccer,1
112403,Mokpo Gatdangdae,Soccer,1
95147,FC Penya d`Andorra,Soccer,1
99467,Deportivo Alaves B,Soccer,1
96369,Chelsea FC,Soccer,1
95435,Scheiblingkirchen-Warth Usv,Soccer,1
97931,Indonesia,Soccer,1
99697,Marbella FC,Soccer,1
96804,Paris FC,Soccer,1
95242,CSD San Martin,Soccer,1
118077,CA Atletico Guacuano SP,Soccer,1
118022,"2 Drots FC Moscow",Soccer,1
96303,Young Boys FD Silkeborg,Soccer,1
100181,Catalcaspor,Soccer,1
112391,Gabon,Soccer,1
98441,Club Celaya FC,Soccer,1
107020,Burgan SC,Soccer,1
99030,Gd Fontinhas,Soccer,1
106355,Calcio Catania,Soccer,1
96630,Stratford Town,Soccer,1
95163,Velez Sarsfield,Soccer,1
99379,Espanyol Barcelona,Soccer,1
95789,SE Matonense SP,Soccer,1
97992,SaiPa FC,Soccer,1
119151,Baltika-Bfu Kaliningrad,Soccer,1
96199,Slavia Prague,Soccer,1
105872,AA Altos PI,Soccer,1
99422,CA Cirbonero,Soccer,1
96898,VfL Bochum,Soccer,1
100392,Caernarfon Town FC,Soccer,1
106826,Maryland Bobcats FC,Soccer,1
117210,FC Dziugas B,Soccer,1
113933,FC Puch,Soccer,1
98601,Diriangen FC Diriamba,Soccer,1
97375,Kotoku Royals,Soccer,1
95340,Bentleigh Greens,Soccer,1
111766,Mallbackens IF,Soccer,1
98507,Coras de Nayarit,Soccer,1
114040,Toledo Villa FC,Soccer,1
96312,LDU Quito,Soccer,1
100373,Dong A Thanh Hoa,Soccer,1
111444,FK Radnicki Pirot,Soccer,1
113862,FA Euro New York,Soccer,1
97387,OFI Crete,Soccer,1
99085,FC U Craiova 1948,Soccer,1
97647,Madura United,Soccer,1
99345,Mamelodi Sundowns,Soccer,1
97450,Asteras Tripolis,Soccer,1
95765,AD Sao Caetano SP,Soccer,1
96846,USL Dunkerque,Soccer,1
95737,AC Goianiense GO,Soccer,1
97929,Australia,Soccer,1
113293,FC Kryvbas Kriviy Rih U19,Soccer,1
97594,Fram,Soccer,1
118085,Sharjah Brasil FC SP,Soccer,1
106741,Rovaniemen Palloseura,Soccer,1
110137,MKS Podlasie Biala Podlaska,Soccer,1
97217,FSV Mainz II,Soccer,1
117043,AA Iguacu PR,Soccer,1
106508,Santa Rita,Soccer,1
95365,Melbourne City FC,Soccer,1
112978,Belize,Soccer,1
99104,Ripensia Timisoara,Soccer,1
106131,Karlslunde IF,Soccer,1
96918,FC St. Pauli,Soccer,1
99642,CA Torrellano,Soccer,1
96916,Greuther Furth,Soccer,1
97133,SV Eichede,Soccer,1
96282,BK Fremad Amager,Soccer,1
112984,Turks and Caicos Islands,Soccer,1
96096,HNK Gorica,Soccer,1
117224,Defensores Del Ilucan,Soccer,1
98414,Naxxar Lions FC,Soccer,1
95499,FK Kapaz-2,Soccer,1
118748,CSM Jiul Petrosani,Soccer,1
113988,Reading United AC,Soccer,1
98164,US Citta Di Pontedera,Soccer,1
100101,Besiktas Istanbul,Soccer,1
99555,San Sebastian Reyes,Soccer,1
121094,MB Hassi Messaoud,Soccer,1
98237,Avispa Fukuoka,Soccer,1
96311,CD Cuenca,Soccer,1
110133,Avia Swidnik,Soccer,1
96612,Alvechurch,Soccer,1
97560,Kordrengir,Soccer,1
100223,Gazisehir Gaziantep FK,Soccer,1
99853,IFK Varnamo,Soccer,1
95857,Paysandu SC PA,Soccer,1
105990,Pacos Ferreira,Soccer,1
98370,US Esch,Soccer,1
113128,Montenegro,Soccer,1
111496,FK Sutjeska Foca,Soccer,1
97449,Panaitolikos,Soccer,1
112885,FC Laval,Soccer,1
98513,Colima FC,Soccer,1
111498,FK Drina Zvornik,Soccer,1
99103,CS Concordia Chiajna,Soccer,1
99620,Urduliz Ft,Soccer,1
99968,Osters IF,Soccer,1
98277,Kamatamare Sanuki,Soccer,1
97289,TSV 1861 Nordlingen,Soccer,1
96083,AD Municipal Santa Ana,Soccer,1
97674,Faroe Islands,Soccer,1
95366,Western United FC,Soccer,1
100123,Goztepe Izmir,Soccer,1
96267,Lyngby BK,Soccer,1
108072,SK Lisen B,Soccer,1
97113,HEBC Hamburg,Soccer,1
120042,Dalian Professional,Soccer,1
108263,Cork City FC,Soccer,1
98242,FC Tokyo,Soccer,1
109638,FC Van Charentsavan,Soccer,1
97576,Haukar Hafnarfjordur,Soccer,1
100180,Belediye Kutahyaspor,Soccer,1
95194,CA Patronato Parana,Soccer,1
97317,FC Kray,Soccer,1
117234,Portugal,Soccer,1
111445,FK Vlasina Vlasotince,Soccer,1
113166,FC Dinamo Auto,Soccer,1
116410,Burgan SC,Soccer,1
95351,Hume City,Soccer,1
98565,SV Spakenburg,Soccer,1
96167,SK Dynamo Ceske Budejovice,Soccer,1
98768,Randesund IL,Soccer,1
95826,Cordino,Soccer,1
98738,Spjelkavik IL,Soccer,1
99981,FC Sion,Soccer,1
100420,Cefn Druids AFC,Soccer,1
96688,FC Kuressaare,Soccer,1
95126,SC Mecheria,Soccer,1
95358,Broadmeadow Magic FC,Soccer,1
95150,FC Ordino,Soccer,1
95233,Ferro Carril Oeste,Soccer,1
97464,FC Santa Lucia Cotzumalguapa,Soccer,1
106158,Asd Calcio Brusaporto,Soccer,1
100329,Atlanta United FC,Soccer,1
106000,Casa Pia AC,Soccer,1
118747,CS Universitatea Craiova II,Soccer,1
111387,FK Turan,Soccer,1
99846,Calvo Sotelo Puertollano,Soccer,1
95645,Fluminense FC RJ,Soccer,1
118930,Northern Virginia United,Soccer,1
97799,Jeonbuk Hyundai Motors,Soccer,1
98739,Raufoss IL 2,Soccer,1
121114,Guangzhou FC,Soccer,1
98947,Pevidem SC,Soccer,1
122599,Fjoera FK,Soccer,1
97422,Proodeftiki FC,Soccer,1
96257,FK Pardubice B,Soccer,1
96295,B93 Copenhagen,Soccer,1
112982,Sint Maarten,Soccer,1
100147,Diyarbekirspor AS,Soccer,1
100230,Fatih Karagumruk,Soccer,1
113275,FC Epitsentr Dunaivtsi,Soccer,1
97142,"1 FC Union Berlin",Soccer,1
112805,CS Estudiantes San Luis,Soccer,1
100353,Colorado Springs Switchbacks FC,Soccer,1
96044,Itagui Leones FC,Soccer,1
100320,Danubio FC,Soccer,1
99406,Real Zaragoza,Soccer,1
99000,Amora FC,Soccer,1
108368,FK Sloga Kraljevo,Soccer,1
113965,Patuxent Football Athletics,Soccer,1
111312,FC Andijon,Soccer,1
107732,Uda Soccer,Soccer,1
95830,Santa Cruz FC RN,Soccer,1
112464,Austria,Soccer,1
113019,Turkiye,Soccer,1
95592,Standard Liege,Soccer,1
98776,Nardo FK,Soccer,1
110104,Olimpia Grudziadz,Soccer,1
97974,FC Nassaji Mazandaran,Soccer,1
119163,Yenisey 2 Krasnoyarsk,Soccer,1
113277,Hirnyk-Sport Horishni Plavni,Soccer,1
97683,Scotland,Soccer,1
99562,CD Estradense,Soccer,1
100406,Trefelin BGC,Soccer,1
117144,Niva Dolbizno,Soccer,1
97054,SV 1898 Unter Flockenbach,Soccer,1
98922,FC Arouca,Soccer,1
99774,U.d. Fuente de Cantos,Soccer,1
98531,FC Volendam,Soccer,1
