id,name,region,sport,sport_id,region_id
10291,Philippines Footb. League,Philippines,Soccer,1,517
10006,Queensland NPL - Women,Australia,Soccer,1,448
10234,Serie C - Group B,Italy,Soccer,1,494
10923,Super Cup,Kazakhstan,Soccer,1,552
11328,Victoria NPL - Women,Australia,Soccer,1,448
10134,Championnat National U19,France,Soccer,1,477
10161,Bayernliga South,Germany,Soccer,1,479
10089,CFL,Czech Republic,Soccer,1,469
11046,UEFA Champions League Women,International,Soccer,1,490
11354,Divizia A,Moldova,Soccer,1,583
11123,1st Division - Women,Norway,Soccer,1,511
10364,Division 2 - Sodra Gotaland,Sweden,Soccer,1,533
10385,3. Lig - Group 3,Turkiye,Soccer,1,538
11120,Campeonato Brasileiro - Women,Brazil,Soccer,1,458
10387,U19 Elit B,Turkiye,Soccer,1,538
10250,Coupe de Luxembourg,Luxembourg,Soccer,1,502
10017,First Division,Azerbaijan,Soccer,1,450
10318,Championship,Scotland,Soccer,1,527
10163,Oberliga Mittelrhein,Germany,Soccer,1,479
10390,Arabian Gulf League,United Arab Emirates,Soccer,1,541
10209,U19 European Championship - Qualification,International,Soccer,1,490
11415,Serie B,Ecuador,Soccer,1,471
10029,Division Profesional,Bolivia,Soccer,1,455
10292,Ekstraklasa,Poland,Soccer,1,518
10361,Allsvenskan,Sweden,Soccer,1,533
10052,Paraense,Brazil,Soccer,1,458
10113,Northern Premier League - Premier Division,England,Soccer,1,474
9990,Primera Divisio,Andorra,Soccer,1,446
10941,National League,Myanmar,Soccer,1,559
10099,Primera Division - Clausura,El Salvador,Soccer,1,473
11309,CLJ,Poland,Soccer,1,518
10269,Premiership,Northern Ireland,Soccer,1,509
11003,Toppserien - Women,Norway,Soccer,1,511
10131,National,France,Soccer,1,477
10388,Premier League,Uganda,Soccer,1,539
11403,CONMEBOL UEFA Cup of Champions - Women,International,Soccer,1,490
10236,Coppa Italia - Women,Italy,Soccer,1,494
10317,Premiership,Scotland,Soccer,1,527
10258,Liga MX - Women - Clausura,Mexico,Soccer,1,505
10158,Regionalliga Northeast,Germany,Soccer,1,479
12054,Supercoppa di Lega Pro,Italy,Soccer,1,494
10242,J.League 2,Japan,Soccer,1,497
10039,Mineiro,Brazil,Soccer,1,458
10305,K-League 1,Republic of Korea,Soccer,1,521
10942,Ekstraliga - Women,Poland,Soccer,1,518
10202,Recopa Sudamericana,International,Soccer,1,490
10192,World Cup - Women,International,Soccer,1,490
11122,Emir Cup,Kuwait,Soccer,1,500
10333,2. Liga,Slovenia,Soccer,1,530
10019,King of Bahrain Cup,Bahrain,Soccer,1,451
10179,NB II,Hungary,Soccer,1,486
10036,Catarinense,Brazil,Soccer,1,458
10172,U19 Super League,Greece,Soccer,1,482
11336,Bulgarian Cup,Bulgaria,Soccer,1,459
11339,Danmarksserien,Denmark,Soccer,1,470
11539,A-Junioren-Bundesliga - Playoffs,Germany,Soccer,1,479
10225,Coppa Italia,Italy,Soccer,1,494
10180,Besta deild,Iceland,Soccer,1,487
10101,Premier League,England,Soccer,1,474
10109,National League South,England,Soccer,1,474
10063,Parva Liga,Bulgaria,Soccer,1,459
10316,Division 1,Saudi Arabia,Soccer,1,526
10018,Premier League,Bahrain,Soccer,1,451
10307,Liga I,Romania,Soccer,1,522
10012,Regionalliga Centre,Austria,Soccer,1,449
10117,Southern Football League -Premier Division Central,England,Soccer,1,474
10910,Serie D - Girone C,Italy,Soccer,1,494
10003,Victoria - NPL1,Australia,Soccer,1,448
10393,Primera Division,Uruguay,Soccer,1,542
11421,USL W League,USA,Soccer,1,543
10177,NB I,Hungary,Soccer,1,486
10071,Super Liga Cup,Colombia,Soccer,1,464
11272,U19,Ukraine,Soccer,1,540
10919,Girabola,Angola,Soccer,1,556
11365,Pro Liga,Uzbekistan,Soccer,1,581
10280,3rd Division Group 2,Norway,Soccer,1,511
11598,Viareggio Cup - Women,International,Soccer,1,490
11760,Liga 3,Romania,Soccer,1,522
11485,Brasileiro Serie C,Brazil,Soccer,1,458
11615,Segunda Division,Paraguay,Soccer,1,515
11408,Tasmania NPL,Australia,Soccer,1,448
10013,Bundesliga - Women,Austria,Soccer,1,449
11048,U19 Friendly Games,International,Soccer,1,490
10343,Tercera Federacion - Group 1,Spain,Soccer,1,532
10227,Serie D - Girone F,Italy,Soccer,1,494
11345,Super Cup - Women,Iceland,Soccer,1,487
11281,U17 Euro W Ch.ship - QF,International,Soccer,1,490
9997,Primera C,Argentina,Soccer,1,447
11538,Paulista - Segunda Divisao U23,Brazil,Soccer,1,458
11101,Rock Cup,Gibraltar,Soccer,1,481
10187,3. deild,Iceland,Soccer,1,487
10170,Greece Cup,Greece,Soccer,1,482
10903,Supercopa do Brasil - Women,Brazil,Soccer,1,458
10215,Pro League,Iran,Soccer,1,491
11361,Superettan,Sweden,Soccer,1,533
10384,3. Lig - Group 2,Turkiye,Soccer,1,538
10132,Coupe de France,France,Soccer,1,477
10083,1. Liga,Czech Republic,Soccer,1,469
10075,Liga de Ascenso - Clausura,Costa Rica,Soccer,1,466
11330,Azerbaijan Cup,Azerbaijan,Soccer,1,450
10005,A-League - Women,Australia,Soccer,1,448
10159,Regionalliga Bavaria,Germany,Soccer,1,479
10155,A-Junioren-Bundesliga S/S-W,Germany,Soccer,1,479
11419,Premier Soccer League,Zimbabwe,Soccer,1,586
11271,Cupa Moldova,Moldova,Soccer,1,583
10226,Coppa Italia Serie C,Italy,Soccer,1,494
9987,Kupa e Shqiperise,Albania,Soccer,1,444
10277,2nd Division Group 2,Norway,Soccer,1,511
10321,Challenge Cup,Scotland,Soccer,1,527
10074,Primera Division - Clausura,Costa Rica,Soccer,1,466
11362,Ettan - Norra,Sweden,Soccer,1,533
10182,League Cup A,Iceland,Soccer,1,487
10124,Esiliiga,Estonia,Soccer,1,475
10093,DBU Pokalen,Denmark,Soccer,1,470
11360,Serbia Cup,Serbia,Soccer,1,528
11108,K3 League,Republic of Korea,Soccer,1,521
10064,Second Prof. League,Bulgaria,Soccer,1,459
10392,Division 1,United Arab Emirates,Soccer,1,541
10370,U19 Allsvenskan,Sweden,Soccer,1,533
10023,Challenger Pro League,Belgium,Soccer,1,454
10999,Superliga,Kosovo,Soccer,1,499
10196,SheBelieves Cup - Women,International,Soccer,1,490
10194,Int. Friendly Games W,International,Soccer,1,490
10947,NISA,USA,Soccer,1,543
10896,U19 Championship,Portugal,Soccer,1,519
10135,Erovnuli Liga,Georgia,Soccer,1,478
10300,Campeonato de Portugal,Portugal,Soccer,1,519
9989,Ligue 2,Algeria,Soccer,1,445
12008,Southeast Asian Games - Women,International,Soccer,1,490
11612,National Premier Soccer League,USA,Soccer,1,543
10162,Oberliga Niederrhein,Germany,Soccer,1,479
10216,Hazfi Cup,Iran,Soccer,1,491
11991,China League 1,China,Soccer,1,548
10252,Premier League,Malta,Soccer,1,504
10149,Bremen-Liga,Germany,Soccer,1,479
10125,Esiliiga B,Estonia,Soccer,1,475
10401,Cymru Championship - North,Wales,Soccer,1,546
10027,Super League - Women,Belgium,Soccer,1,454
11698,U20 Paulista,Brazil,Soccer,1,458
11327,Capital NPL 1,Australia,Soccer,1,448
11027,KNVB beker - Women,Netherlands,Soccer,1,506
11621,Liga Femenina,Peru,Soccer,1,516
11699,1.Liga,Latvia,Soccer,1,553
10222,Ligat Al - Women,Israel,Soccer,1,493
10165,2. Bundesliga - Women,Germany,Soccer,1,479
10917,Primera B,Argentina,Soccer,1,447
10137,Bundesliga,Germany,Soccer,1,479
10378,Thai League 2,Thailand,Soccer,1,536
10309,Russian Cup,Russia,Soccer,1,523
10212,U17 CONCACAF Championship,International,Soccer,1,490
10249,Promotion d'Honneur,Luxembourg,Soccer,1,502
10290,Primera Division,Peru,Soccer,1,516
11350,U21 Premier League International Cup,International,Soccer,1,490
10211,U20 Africa Cup of Nations,International,Soccer,1,490
10274,Eliteserien,Norway,Soccer,1,511
10235,Serie C - Group C,Italy,Soccer,1,494
10337,LaLiga,Spain,Soccer,1,532
10267,Primera Division,Nicaragua,Soccer,1,507
11768,Copa Chile,Chile,Soccer,1,463
10898,Serie D - Girone G,Italy,Soccer,1,494
11602,Carioca - Serie A2,Brazil,Soccer,1,458
10072,Primera A - Apertura,Colombia,Soccer,1,464
10248,Division Nationale,Luxembourg,Soccer,1,502
11195,U20 Friendly Games,International,Soccer,1,490
10918,Crown Prince Cup,Kuwait,Soccer,1,500
11164,USL Championship,USA,Soccer,1,543
11352,Liechtensteiner Cup,Liechtenstein,Soccer,1,585
10302,U23 Liga Revelacao,Portugal,Soccer,1,519
10073,Premier League,Congo,Soccer,1,465
10042,Paranaense,Brazil,Soccer,1,458
10167,National League,Gibraltar,Soccer,1,481
10002,NSW NPL 1,Australia,Soccer,1,448
10097,Premier League,Egypt,Soccer,1,472
11407,Western Australia NPL,Australia,Soccer,1,448
11137,III Liga - Group 4,Poland,Soccer,1,518
10339,Copa del Rey,Spain,Soccer,1,532
10281,3rd Division Group 3,Norway,Soccer,1,511
10086,U19 1st Division,Czech Republic,Soccer,1,469
11035,Segunda Division,El Salvador,Soccer,1,473
10084,FNL,Czech Republic,Soccer,1,469
10965,Division 1,Kuwait,Soccer,1,500
10120,Professional Development League,England,Soccer,1,474
11998,Logmanssteypid,Faroe Islands,Soccer,1,584
10352,Tercera Federacion - Group 10,Spain,Soccer,1,532
10276,NM Cup,Norway,Soccer,1,511
10051,Mato-Grossense,Brazil,Soccer,1,458
10014,Regionalliga Tirol,Austria,Soccer,1,449
10040,Pernambucano,Brazil,Soccer,1,458
10090,Superliga,Denmark,Soccer,1,470
10217,Azadegan League,Iran,Soccer,1,491
