"id","name","region","sport","sport_id","region_id"
11076,WTA Doha - Qatar Women Double,International,Tennis,3,490
10971,ITF USA 08A - Women Singles,International,Tennis,3,490
11812,WTA Bogota - Colombia Women Double,International,Tennis,3,490
12066,ITF Great Britain F6 - Men Doubles,International,Tennis,3,490
11302,ITF USA F7 - Men Doubles,International,Tennis,3,490
11052,ITF Malaysia 01A - Women Singles,International,Tennis,3,490
11464,ITF Kazakhstan F2 - Men Doubles,International,Tennis,3,490
11674,ITF France 10A - Women Doubles,International,Tennis,3,490
12128,ATP Challenger Aix en Provence - France Men Singles,International,Tennis,3,490
11141,ITF India 05A - Women Singles,International,Tennis,3,490
12143,ITF Italy F6 - Men Doubles,International,Tennis,3,490
11943,ITF Croatia F6 - Men Singles,International,Tennis,3,490
10981,ITF Portugal F1 - Men Doubles,International,Tennis,3,490
12049,ATP Challenger Savannah - USA Men Double,International,Tennis,3,490
11082,ITF Malaysia 01A - Women Doubles,International,Tennis,3,490
12064,ITF Croatia 02A - Women Doubles,International,Tennis,3,490
11436,ITF France 07A - Women Singles,International,Tennis,3,490
11088,ITF Germany 01A - Women Doubles,International,Tennis,3,490
10933,SRL Winter Invitational Hamilton - NZL - Women,International,Tennis,3,490
11085,ITF Tunisia F10 - Men Doubles,International,Tennis,3,490
11469,ITF Iran F1 - Men Doubles,International,Tennis,3,490
11528,ITF Croatia F2 - Men Singles,International,Tennis,3,490
10992,ATP Dallas - USA Men Doubles,International,Tennis,3,490
11525,ATP Challenger Vina del Mar - Chile Men Singles,International,Tennis,3,490
10979,ATP Dallas - USA Men Singles,International,Tennis,3,490
11861,ITF Japan 04A - Women Singles,International,Tennis,3,490
11433,ITF Egypt 06A - Women Singles,International,Tennis,3,490
11484,ITF Canada 02A - Women Doubles,International,Tennis,3,490
11232,ATP Santiago - Chile Men Singles,International,Tennis,3,490
11293,ITF Egypt F6 - Men Doubles,International,Tennis,3,490
11869,ITF Italy F3 - Men Singles,International,Tennis,3,490
10958,ITF France 04A - Women Singles,International,Tennis,3,490
12107,ITF Turkey 17A - Women Singles,International,Tennis,3,490
10634,WTA Hua Hin - Thailand Women Singles,International,Tennis,3,490
11214,SRL Winter Invitational Giresun - TUR - Women,International,Tennis,3,490
11944,ITF Egypt 12A - Women Singles,International,Tennis,3,490
11130,ATP Marseille - France Men Singles,International,Tennis,3,490
11780,ITF Japan 03A - Women Singles,International,Tennis,3,490
11404,SRL Winter Invitational Craiova - ROM,International,Tennis,3,490
11667,ITF Turkey F11 - Men Doubles,International,Tennis,3,490
11952,ATP Challenger Florianopolis - Brazil Men Singles,International,Tennis,3,490
11683,ITF USA F9 - Men Doubles,International,Tennis,3,490
11630,ATP Challenger St. Brieuc - France Men Singles,International,Tennis,3,490
10934,WTA Abu Dhabi - UAE Women Singles,International,Tennis,3,490
11521,ITF Czech Republic 01A - Women Singles,International,Tennis,3,490
11782,ATP Challenger Barletta - Italy Men Double,International,Tennis,3,490
11233,WTA Monterrey - Mexico Women Singles,International,Tennis,3,490
10633,SRL Winter Invitational Eugene (OR) - USA,International,Tennis,3,490
12035,ITF Serbia F1 - Men Singles,International,Tennis,3,490
11611,SRL Spring Invitational Nukus - UZB - Women,International,Tennis,3,490
10617,ITF Tunisia F6 - Men Doubles,International,Tennis,3,490
11428,ITF Croatia F1 - Men Singles,International,Tennis,3,490
11625,ITF Australia 07A - Women Singles,International,Tennis,3,490
11090,ITF Spain 01A - Women Doubles,International,Tennis,3,490
11055,ATP Challenger Manama - Bahrain Men Singles,International,Tennis,3,490
10614,ITF Turkey F4 - Men Doubles,International,Tennis,3,490
11792,ATP Challenger Murcia - Spain Men Double,International,Tennis,3,490
11893,ITF Indonesia F3 - Men Doubles,International,Tennis,3,490
11965,ITF Japan 05A - Women Doubles,International,Tennis,3,490
11453,ITF USA 11A - Women Singles,International,Tennis,3,490
11716,ITF Slovenia 09A - Women Singles,International,Tennis,3,490
11303,ITF Tunisia F13 - Men Doubles,International,Tennis,3,490
11554,ITF Canada F2 - Men Singles,International,Tennis,3,490
10994,ITF USA F4 - Men Doubles,International,Tennis,3,490
11570,ITF Greece F1 - Men Doubles,International,Tennis,3,490
11306,ITF Tunisia 09A - Women Doubles,International,Tennis,3,490
11902,ITF Turkey 14A - Women Doubles,International,Tennis,3,490
12072,ITF Spain F8 - Men Doubles,International,Tennis,3,490
11430,ITF Portugal F6 - Men Singles,International,Tennis,3,490
11891,ITF Japan 04A - Women Doubles,International,Tennis,3,490
11518,ITF Egypt F8 - Men Singles,International,Tennis,3,490
10637,WTA Lyon - France Women Singles,International,Tennis,3,490
12158,ITF Tunisia F22 - Men Doubles,International,Tennis,3,490
10601,ATP Challenger Burnie - Australia Men Singles,International,Tennis,3,490
